Name,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Global_Sales,Critic_Score,User_Score,Developer
Aikatsu! Cinderella Lesson,2012,Role-Playing,Namco Bandai Games,0,0,0.2,0.2,,,
UFC: Tapout,2002,Fighting,Crave Entertainment,0.14,0.05,0,0.2,,,
Warriors Orochi,2007,Action,Tecmo Koei,0.17,0.01,0,0.2,53,7.4,Omega Force
Predator: Concrete Jungle,2005,Action,Vivendi Games,0.1,0.07,0,0.2,47,8.8,Eurocom Entertainment Software
Cabela's Survival: Shadows of Katmai,2011,Sports,Activision,0.14,0.04,0,0.2,,8,Activision
Arcana Heart 3,2011,Fighting,PQube,0.04,0.04,0.1,0.2,73,7.5,Examu
X-Men Origins: Wolverine,2009,Action,Activision,0.15,0.03,0,0.2,55,8.1,Griptonite Games
Big Mutha Truckers 2,2005,Racing,Xplosiv,0.1,0.07,0,0.2,51,2.1,Eutechnyx
Armored Core 4,2006,Simulation,505 Games,0.09,0,0.09,0.2,65,6.8,From Software
Shutter Island,2009,Adventure,Merscom LLC,0,0.17,0,0.2,,,Merscom LLC
Solatorobo: Red the Hunter,2010,Role-Playing,Nintendo,0.08,0.04,0.07,0.2,76,7.9,CyberConnect2
NHL FaceOff 2001,2001,Sports,Sony Computer Entertainment,0.1,0.07,0,0.2,57,4,989 Sports
Mana Khemia 2: Fall of Alchemy,2008,Role-Playing,Gust,0.07,0.05,0.05,0.2,70,8.2,Gust
The Great Escape,2003,Action,SCi,0.1,0.07,0,0.2,57,8,Pivotal Games
Just Dance 2: Extra Songs,2011,Misc,Ubisoft,0,0.17,0,0.2,,,
Castlevania: Lords of Shadow 2,2014,Action,Konami Digital Entertainment,0.03,0.12,0.02,0.2,63,7.8,Mercury Steam
Dexter's Lab Chess Challenge,2002,Misc,BAM! Entertainment,0.14,0.05,0,0.2,,,
CSI: Unsolved!,2010,Adventure,Ubisoft,0.13,0.05,0,0.2,,,
Big Mutha Truckers,2002,Racing,Empire Interactive,0.15,0.04,0,0.19,59,4.3,Eutechnyx
Way of the Samurai 4,2011,Action,Nippon Ichi Software,0,0.03,0.16,0.19,58,6.5,Acquire
ESA Foundation Compilation,2005,Misc,Sony Computer Entertainment,0.1,0.07,0,0.19,,,
The Hobbit,2003,Platform,Vivendi Games,0.14,0.05,0,0.19,67,9.2,Saffire
The King of Fighters XI,2006,Fighting,Ignition Entertainment,0.07,0.06,0.04,0.19,75,8.5,SNK Playmore
Tom Clancy's Splinter Cell: Essentials,2006,Shooter,Ubisoft,0.17,0.01,0,0.19,58,7.5,Ubisoft
The Naked Brothers Band: The Video Game,2008,Misc,THQ,0.18,0,0,0.19,,,
Chronicles of Mystery: Curse of the Ancient Temple,2009,Adventure,City Interactive,0.07,0.1,0,0.19,57,,City Interactive
Dragon Ball Z: Idainaru Dragon Ball Densetsu,1996,Fighting,Namco Bandai Games,0,0,0.18,0.19,,,
Major League Baseball 2K12,2012,Sports,Take-Two Interactive,0.18,0,0,0.19,68,4.4,Visual Concepts
Family Guy,2006,Action,Take-Two Interactive,0.18,0,0,0.19,51,6.3,High Voltage Software
Dead Space 3,N/A,Action,Electronic Arts,0.02,0.16,0,0.19,78,6,Visceral Games
Sniper Elite,2005,Shooter,Ubisoft,0.1,0.07,0,0.19,76,8.9,Rebellion
Yoga Wii,2009,Sports,JoWood Productions,0.14,0.04,0,0.19,,,
MLB 16: The Show,2016,Action,Sony Computer Entertainment,0.16,0,0,0.19,,,
Harry Potter and the Goblet of Fire,2005,Action,Electronic Arts,0.17,0,0,0.19,70,7.4,Electronic Arts
Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS,2005,Action,Sega,0,0,0.19,0.19,,,
Parlor! Mini 4,1996,Misc,Nippon Telenet,0,0,0.19,0.19,,,
Breath of Fire II,2001,Role-Playing,Ubisoft,0.14,0.05,0,0.19,81,8.8,Capcom
The Amazing Spider-Man (Console Version),2012,Action,Activision,0.15,0.03,0,0.19,,,
Danganronpa 2: Goodbye Despair,2012,Misc,Spike,0,0,0.19,0.19,,,
Iron Chef America: Supreme Cuisine,2008,Simulation,Destineer,0.18,0,0,0.19,,,Black Lantern Studios
Test Drive Unlimited 2,N/A,Racing,Atari,0.05,0.11,0,0.19,72,5.7,Eden
UFC Personal Trainer: The Ultimate Fitness System,2011,Sports,THQ,0.08,0.08,0,0.19,65,2.4,THQ
Ice Age 2: The Meltdown,2006,Platform,Vivendi Games,0.15,0.04,0,0.19,67,,Vivendi Games
Conan,2007,Action,THQ,0.16,0.02,0,0.19,69,7.3,Nihilistic
Steins;Gate,2011,Adventure,Kadokawa Shoten,0,0,0.19,0.19,,,
Dinotopia: The Timestone Pirates,2002,Action,TDK Core,0.14,0.05,0,0.19,64,,RFX Interactive
Power Pro Kun Pocket 12,2009,Sports,Konami Digital Entertainment,0,0,0.19,0.19,,,
Petz Pony: Beauty Pageant,2009,Simulation,Ubisoft,0.18,0,0,0.19,,,HotGen
Rune Factory: Tides of Destiny,2011,Role-Playing,Marvelous Interactive,0.13,0,0.06,0.19,,7,Neverland
J-League Jikkyou Winning Eleven 3,1997,Sports,Konami Digital Entertainment,0,0,0.18,0.19,,,
No More Heroes: Heroes' Paradise,2010,Action,Konami Digital Entertainment,0.1,0.04,0.04,0.19,72,7.3,FeelPlus
Jissen Pachi-Slot Hisshouhou,1993,Misc,Sammy Corporation,0,0,0.19,0.19,,,
Shin Megami Tensei IV: Final,2016,Role-Playing,Deep Silver,0.05,0,0.14,0.19,,,
Aliens vs Predator,2010,Shooter,Sega,0,0.17,0,0.19,68,7.4,Rebellion
Captain America: Super Soldier,2011,Action,Sega,0.1,0.06,0,0.19,61,7.3,Next Level Games
Pac-Man & Galaga Dimensions,2011,Misc,Namco Bandai Games,0.1,0.04,0.04,0.19,,,
Manhunt,2004,Action,Take-Two Interactive,0.14,0.04,0,0.19,74,7.9,Rockstar North
NCAA Final Four 2003,2002,Sports,Sony Computer Entertainment,0.09,0.07,0,0.19,57,6,989 Sports
Dynasty Warriors: Gundam 2,2008,Action,Namco Bandai Games,0.07,0.03,0.08,0.19,49,7,Omega Force
Dream Salon,2009,Misc,Zoo Digital Publishing,0.18,0,0,0.19,,,Zoo Games
Bound By Flame,2014,Role-Playing,Focus Home Interactive,0.08,0.09,0,0.19,53,5.9,Spiders
We Wish You A Merry Christmas,2009,Action,Destineer,0.13,0.04,0,0.19,,,Destineer
Spectrobes: Origins,2009,Role-Playing,Disney Interactive Studios,0.16,0.02,0,0.19,71,8.4,Genki
Rock Band Country Track Pack,2009,Misc,MTV Games,0.18,0,0,0.19,,,Harmonix Music Systems
Great Phoenix Wright: Ace Attorney - Naruhodou Ryuunosuke no Bouken,2015,Action,Capcom,0,0,0.19,0.19,,,
J-League Excite Stage '96,1996,Sports,Epoch,0,0,0.19,0.19,,,
Just Dance: Greatest Hits,2012,Misc,Ubisoft,0.14,0.04,0,0.19,,,Ubisoft
New Love Plus,2012,Simulation,Konami Digital Entertainment,0,0,0.19,0.19,,,
DanceMasters,2010,Misc,Konami Digital Entertainment,0.15,0.02,0.02,0.19,63,5.9,GCP1
Breath of Fire: Dragon Quarter,2002,Role-Playing,Capcom,0.09,0.07,0,0.19,78,6.9,Capcom
Jikkyou J-League Perfect Striker,1996,Sports,Konami Digital Entertainment,0,0,0.19,0.19,,,
Super Robot Taisen: Scramble Commander,2003,Strategy,Banpresto,0,0,0.19,0.19,,,
Shiren the Wanderer,2008,Role-Playing,Sega,0.08,0,0.11,0.19,71,7.6,ChunSoft
Re-Volt,1998,Racing,Acclaim Entertainment,0.11,0.07,0,0.19,,,
Kan Colle Kai,2016,Action,Kadokawa Games,0,0,0.19,0.19,,,
Descent,1996,Shooter,Interplay,0.11,0.07,0,0.19,,,
LEGO Marvel's Avengers,2016,Action,Warner Bros. Interactive Entertainment,0.07,0.09,0.01,0.19,60,7.1,TT Games
Just Dance 2016,2015,Misc,Ubisoft,0.1,0.06,0,0.19,,4.2,Ubisoft
Spore Hero Arena,2009,Simulation,Electronic Arts,0.18,0,0,0.19,49,2.6,Full Fat
Disney's Magical Mirror Starring Mickey Mouse,2002,Adventure,Nintendo,0.15,0.04,0,0.19,50,8.9,Capcom
Enchanted Arms,2006,Role-Playing,Ubisoft,0.16,0.02,0,0.19,69,6.9,From Software
Are You Smarter Than a 5th Grader? Back to School,2010,Misc,Nintendo,0.18,0,0,0.19,,,THQ
Conflict: Denied Ops,2008,Shooter,Eidos Interactive,0.08,0.09,0,0.19,52,4.9,Pivotal Games
Mafia III,2016,Action,Take-Two Interactive,0.08,0.1,0,0.19,63,3.2,Hangar 13
The Rise of the Argonauts,2008,Role-Playing,Codemasters,0.05,0.11,0,0.19,,,
Barbie Fashion Show: An Eye for Style,2008,Misc,Activision,0.18,0,0,0.19,,,
IHRA Professional Drag Racing 2005,2004,Racing,Bethesda Softworks,0.09,0.07,0,0.19,,,Bethesda Softworks
Mace Griffin: Bounty Hunter,2003,Shooter,Electronic Arts,0.09,0.07,0,0.19,62,8.3,Warthog
101-in-1 Explosive Megamix,2008,Puzzle,Nordcurrent,0.05,0.12,0,0.19,46,,Nordcurrent
Legacy of Kain: Defiance,2003,Action,Eidos Interactive,0.14,0.04,0,0.19,74,7.9,Crystal Dynamics
Final Fantasy XI,2006,Role-Playing,Square Enix,0.17,0.01,0,0.19,66,6.5,Square Enix
Scene It? Twilight,2010,Misc,Konami Digital Entertainment,0.11,0.06,0,0.19,,,Konami
Trivial Pursuit unhinged,2004,Misc,Atari,0.09,0.07,0,0.19,51,,Artech Studios
Tales of the World: Narikiri Dungeon 2,2002,Role-Playing,Namco Bandai Games,0,0,0.19,0.19,,,
Peter Jackson's King Kong: The Official Game of the Movie,2005,Action,Ubisoft,0.16,0.01,0,0.19,56,6.4,Phoenix Games Studio
Fighter Within,2013,Fighting,Ubisoft,0.11,0.07,0,0.19,23,3,Ubisoft
Aliens versus Predator: Extinction,2003,Strategy,Electronic Arts,0.09,0.07,0,0.19,66,8.4,Zono Inc.
Shrek: Forever After,2010,Platform,Activision,0.16,0.02,0,0.19,57,4.5,Xpec
Silent Scope 2: Dark Silhouette,2001,Shooter,Konami Digital Entertainment,0.09,0.07,0,0.19,64,,KCET
The Spiderwick Chronicles,2008,Action,Vivendi Games,0.17,0,0,0.19,62,,Stormfront Studios
Dave Mirra Freestyle BMX 2,2001,Sports,Acclaim Entertainment,0.14,0.05,0,0.19,85,,Full-Fat
X-Men Origins: Wolverine,2009,Action,Activision,0.13,0.03,0,0.19,60,7.5,Griptonite Games
Jikkyou Powerful Pro Yakyuu '96 Kaimakuban,1996,Sports,Konami Digital Entertainment,0,0,0.19,0.19,,,
Tokimeki Memorial Girl's Side 3rd Story,2010,Adventure,Konami Digital Entertainment,0,0,0.19,0.19,,,
NHL Hitz Pro,2003,Sports,Midway Games,0.09,0.07,0,0.19,79,8.9,Next Level Games
Allied General,1996,Strategy,SSI,0.11,0.07,0,0.19,,,
Marvel Super Hero Squad: Comic Combat,2011,Action,THQ,0.11,0.05,0,0.19,,,THQ
Kamen Rider: Battride War,2013,Action,Namco Bandai Games,0,0,0.19,0.19,,,
Fire ProWrestling G,1999,Fighting,Human Entertainment,0,0,0.18,0.19,,,
Space Invaders Extreme 2,2009,Shooter,Square Enix,0.17,0.01,0,0.19,82,7.1,Taito Corporation
Need for Speed: The Run,2011,Action,Electronic Arts,0.09,0.09,0,0.19,65,6,Firebrand Games
Supreme Commander 2,2010,Strategy,Square Enix,0,0.15,0,0.19,77,6.2,Gas Powered Games
Avatar: The Last Airbender - Into the Inferno,2008,Adventure,THQ,0.17,0.01,0,0.19,,,
Quantum Theory,2010,Shooter,Tecmo Koei,0.05,0.09,0.02,0.19,43,5.3,Tecmo
Dawn of Discovery,2009,Simulation,Ubisoft,0.12,0.06,0,0.19,81,8.5,Keen Games
Guitar Hero Live,2015,Misc,Activision,0.12,0.05,0,0.19,84,6.1,"Activision, FreeStyleGames"
GunGriffon,1995,Simulation,Sega,0,0,0.19,0.19,,,
SingStar Pop Vol.2,2008,Misc,Sony Computer Entertainment,0.09,0.07,0,0.19,,,
SNK Arcade Classics Vol. 1,2008,Misc,Ignition Entertainment,0.09,0.07,0,0.19,69,,SNK Playmore
Darkstalkers 3,1998,Fighting,Capcom,0.11,0.07,0,0.19,,,
International Cricket 2010,2010,Sports,Codemasters,0,0.15,0,0.19,,,
Frequency,2001,Misc,Sony Computer Entertainment,0.09,0.07,0,0.19,83,9,Harmonix Music Systems
Inazuma Eleven Strikers 2012 Xtreme,2011,Role-Playing,Level 5,0,0,0.19,0.19,,,
The Polar Express,2004,Adventure,THQ,0.14,0.05,0,0.19,,,Tantalus Interactive
Dynasty Warriors 8: Empires,2014,Action,Tecmo Koei,0.06,0.07,0.03,0.19,63,7.5,Omega Force
2002 FIFA World Cup,2002,Sports,Electronic Arts,0.14,0.04,0,0.19,79,9,Software Creations
SpongeBob SquigglePants 3D,2011,Misc,THQ,0.13,0.05,0,0.19,64,6,WayForward
Jampack: Summer 2003 (RP-T),2003,Misc,Sony Computer Entertainment,0.09,0.07,0,0.19,,,
Frogger's Adventures 2: The Lost Wand,2002,Adventure,Konami Digital Entertainment,0.14,0.05,0,0.19,75,,Konami
Sudeki,2004,Role-Playing,Microsoft Game Studios,0.14,0.04,0,0.19,72,8.4,Climax Group
Majin and the Forsaken Kingdom,2010,Adventure,Namco Bandai Games,0.14,0.03,0,0.19,74,8.1,Game Republic
Silent Hill HD Collection,2012,Action,Konami Digital Entertainment,0.11,0.06,0.01,0.19,69,5.6,Konami
Arc Rise Fantasia,2009,Role-Playing,Marvelous Interactive,0.12,0,0.06,0.19,64,7.8,"Image Epoch, Imageepoch"
"Boku no Natsuyasumi 4: Seitouchi Shounen Tanteidan, Boku to Himitsu no Chizu",2009,Adventure,Sony Computer Entertainment,0,0,0.19,0.19,,,
Hot Wheels: Track Attack,2010,Racing,THQ,0.14,0.03,0,0.19,,,Firebrand Games
Quake,1998,Shooter,GT Interactive,0.15,0.04,0,0.19,,,
SpongeBob's Surf & Skate Roadtrip,2011,Action,THQ,0.15,0.03,0,0.19,,,
Sesame Street: Elmo's Number Journey,1999,Misc,NewKidCo,0.15,0.04,0,0.19,,,
Hexen,1996,Shooter,GT Interactive,0.15,0.04,0,0.19,,,
Mace: The Dark Age,1997,Fighting,GT Interactive,0.15,0.04,0,0.19,,,
Puyo Puyo Sun 64,1997,Puzzle,Compile,0,0,0.16,0.19,,,
AeroFighters Assault,1997,Action,Video System,0.15,0.04,0,0.19,,,
Chou-Kuukan Night Pro Yakyuu King (weekly JP sales),1996,Sports,Imagineer,0,0,0.19,0.19,,,
South Park: The Stick of Truth,2014,Role-Playing,Ubisoft,0.07,0.1,0,0.19,85,8.6,Obsidian Entertainment
Tottadoo! Yoiko no Mujintou Seikatsu,2008,Adventure,Namco Bandai Games,0,0,0.19,0.19,,,
Teenage Mutant Ninja Turtles 2: Battle Nexus,2004,Action,Konami Digital Entertainment,0.15,0.04,0,0.19,49,4.6,Konami
Barbie Horse Adventures: Riding Camp,2008,Sports,Activision,0.09,0.07,0,0.19,,,Pixel Tales
MLB 12: The Show,2012,Sports,Sony Computer Entertainment,0.17,0,0,0.19,76,7.8,SCEA San Diego Studios
God Eater Resurrection,2015,Action,Namco Bandai Games,0,0,0.19,0.19,,8.8,"Shift, Bandai Namco Games"
SSX Tricky,2002,Sports,Electronic Arts,0.14,0.05,0,0.19,66,,Visual Impact
Kenka Banchou 4: Ichinen Sensou,2010,Action,Spike,0,0,0.19,0.19,,,
Warhammer: Shadow of the Horned Rat,1996,Strategy,Mindscape,0.11,0.07,0,0.19,,,
NBA 2K11,2010,Action,Take-Two Interactive,0.18,0,0,0.19,82,8.6,Visual Concepts
Pet Zombies,N/A,Simulation,Majesco Entertainment,0.18,0,0,0.19,,,1st Playable Productions
Pro Yakyuu Team o Tsukurou!,2008,Sports,Sega,0,0,0.19,0.19,,,
WWE All Stars,2011,Fighting,THQ,0.1,0.07,0,0.19,68,7,THQ
Naruto: Ninja Destiny,2006,Fighting,Namco Bandai Games,0.02,0.01,0.16,0.19,61,4.4,Takara Tomy
FaceBreaker,2008,Fighting,Electronic Arts,0.15,0.02,0,0.19,54,6.3,EA Canada
ESPN International Track & Field,2000,Sports,Konami Digital Entertainment,0.09,0.07,0,0.19,,,
Spider-Man: Shattered Dimensions,2010,Action,Activision,0.17,0.01,0,0.19,73,7,Griptonite Games
Lunar Legend,2002,Role-Playing,Media Rings,0.14,0.05,0,0.19,79,7.8,Magic Rings
Conflict: Global Terror,2005,Shooter,Eidos Interactive,0.09,0.07,0,0.19,62,8.5,Pivotal Games
Dante's Inferno,2010,Action,Electronic Arts,0.12,0.03,0.01,0.19,70,8.1,"Artificial Mind and Movement, EA Redwood Shores"
Mystery Tales of Time Travel,2010,Puzzle,Foreign Media Games,0.01,0.15,0,0.19,,,
Injustice: Gods Among Us,2013,Fighting,Warner Bros. Interactive Entertainment,0.09,0.08,0,0.19,82,7.9,NetherRealm Studios
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 5: CR Shinseiki Evangelion * Pachi-Slot Shinseiki Evangelion,2006,Misc,D3Publisher,0,0,0.19,0.19,,,
NASCAR Unleashed,2011,Racing,Activision,0.18,0,0,0.19,,,Firebrand Games
Tomb Raider: Underworld,2008,Action,Eidos Interactive,0.15,0.02,0,0.19,70,8.4,Santa Cruz Games
Death Jr.,2005,Platform,Konami Digital Entertainment,0.17,0,0,0.19,61,7.3,Backbone Entertainment
Hulk,2003,Action,Universal Interactive,0.15,0.04,0,0.19,71,7.4,Radical Entertainment
Boogie,2007,Misc,Electronic Arts,0.09,0.07,0,0.19,52,,"Pipeworks Software, Inc."
Arcade Shooting Gallery,2008,Shooter,Zoo Games,0.18,0,0,0.19,,,Zoo Games
Phantasy Star Universe,2006,Role-Playing,Sega,0,0,0.19,0.19,68,8.5,Sonic Team
Gungrave,2002,Shooter,Activision,0.09,0.07,0,0.19,65,8.6,Seta Corporation
Schlag den Raab,2010,Misc,Namco Bandai Games,0,0.16,0,0.19,,,
Transworld Surf,2002,Sports,Atari,0.09,0.07,0,0.19,76,8.5,Rockstar San Diego
Tenchu: Fatal Shadows,2004,Action,Sega,0.09,0.07,0,0.19,58,8,K2 LLC
50 Cent: Blood on the Sand,2009,Shooter,THQ,0.1,0.06,0.01,0.19,72,7.2,Swordfish Studios
Metro: Last Light,2013,Action,Deep Silver,0.06,0.11,0,0.19,82,8.6,4A Games
Evolve,2015,Shooter,Take-Two Interactive,0.08,0.1,0,0.19,77,4.3,Turtle Rock Studios
FIFA 14,2013,Sports,Electronic Arts,0,0.15,0,0.19,,3.4,EA Canada
Resident Evil: Revelations,2013,Action,Capcom,0.07,0.07,0.03,0.19,80,7.5,Capcom
Namco Museum Megamix,2010,Misc,Namco Bandai Games,0.17,0,0,0.19,53,,Namco Bandai Games
Chaotic: Shadow Warriors,2009,Action,Activision,0.18,0,0,0.19,,,FUN Labs
The Legend of Spyro: A New Beginning,2006,Platform,Vivendi Games,0.15,0.04,0,0.19,67,7.3,Krome Studios
International Soccer,1981,Sports,Mattel Interactive,0.18,0.01,0,0.19,,,
Princess Maker: Yumemiru Yosei,1997,Strategy,Sony Computer Entertainment,0,0,0.18,0.19,,,
3rd Super Robot Wars Z: Tengoku-Hen,2015,Action,Namco Bandai Games,0,0,0.19,0.19,,,
Armored Core: For Answer,2008,Simulation,Ubisoft,0.06,0.02,0.1,0.19,62,7.6,From Software
Big Air,1999,Sports,Accolade,0.1,0.07,0,0.19,,,
Shining Force II,1993,Strategy,Sega,0,0,0.19,0.19,,,
Taiko no Tatsujin: Wii U Version!,2013,Misc,Namco Bandai Games,0,0,0.19,0.19,,,
Gallop Racer,1999,Sports,Tecmo Koei,0,0,0.18,0.19,,,
The Walking Dead: Season Two,2014,Adventure,Telltale Games,0.09,0.06,0,0.19,,,
Harry Potter and the Prisoner of Azkaban,2004,Action,Electronic Arts,0.14,0.04,0,0.19,67,8.8,EA Games
3rd Super Robot Wars Z Jigoku Hen,2014,Role-Playing,Namco Bandai Games,0,0,0.19,0.19,,,
Where's Waldo? The Fantastic Journey,2009,Adventure,Ubisoft,0.17,0,0,0.19,,,Classic Media Distribution Limited
Sudoku Gridmaster (JP sales),2006,Puzzle,Nintendo,0,0,0.19,0.19,,,
Monsters vs. Aliens,2009,Action,Activision,0.11,0,0,0.19,64,,Beenox
College Slam,1995,Sports,Acclaim Entertainment,0.1,0.07,0,0.19,,,
Street Fighter X Tekken,2012,Fighting,Capcom,0.1,0.04,0.01,0.19,79,7.5,Capcom
Nobunaga no Yabou: Souzou,2013,Strategy,Tecmo Koei,0,0,0.19,0.19,,,
The Legend of Heroes: Trails of Cold Steel II,2014,Role-Playing,Nippon Ichi Software,0.02,0.02,0.13,0.19,80,7.3,Falcom
Pro Yaky? Spirits 4,2007,Sports,Konami Digital Entertainment,0,0,0.19,0.19,,,
Rock Band Track Pack Volume 2,2008,Misc,MTV Games,0.17,0.01,0,0.19,,,Harmonix Music Systems
Need for Speed: Shift 2 Unleashed,2011,Racing,Electronic Arts,0.05,0.11,0,0.19,,,
Tamagotchi Party On!,2006,Misc,Namco Bandai Games,0.12,0,0.06,0.19,,,
Daigasso! Band Brothers,2004,Misc,Nintendo,0,0,0.19,0.19,,,
Rise of the Kasai,2005,Action,Sony Computer Entertainment,0.09,0.07,0,0.19,68,8,BottleRocket Entertainment
Thoroughbred Breeder,1993,Simulation,Hect,0,0,0.19,0.19,,,
Momotarou Dentetsu World,2010,Misc,Hudson Soft,0,0,0.19,0.19,,,
Singstar: Ultimate Party,2014,Misc,Sony Computer Entertainment Europe,0,0.16,0,0.19,47,4.1,SCEE
Beyblade: Metal Fusion - Battle Fortress,2009,Action,Konami Digital Entertainment,0.15,0,0.03,0.19,,,
Risen,2009,Role-Playing,Deep Silver,0.07,0.11,0,0.19,60,6.4,Piranha Bytes
Nostalgia,2008,Role-Playing,Tecmo Koei,0.16,0,0.02,0.19,72,7.6,Matrix Software
Dynasty Warriors Gundam,2007,Action,Namco Bandai Games,0.15,0.01,0.02,0.19,55,6.8,"Koei, Omega Force"
Chibi-Robo! Park Patrol,2007,Adventure,Unknown,0,0,0.19,0.19,78,7.5,Skip Ltd.
Jurassic: The Hunted,2009,Shooter,Activision,0.17,0,0,0.19,,4.5,Activision
Farmtopia,2010,Simulation,505 Games,0.18,0,0,0.19,,,505 Games
DanceDanceRevolution,2010,Simulation,Konami Digital Entertainment,0.12,0.05,0,0.19,60,,Konami
Tom Clancy's Splinter Cell: Blacklist,2013,Action,Ubisoft,0.04,0.13,0,0.19,82,7.4,Ubisoft Toronto
"Ni Hao, Kai-lan: Super Game Day",2009,Misc,Take-Two Interactive,0.17,0,0,0.19,,8.5,Take-Two Interactive
One Piece: Unlimited Adventure,2007,Adventure,Namco Bandai Games,0.07,0,0.11,0.19,67,8.5,Ganbarion
Shaun White Skateboarding,2010,Sports,Ubisoft,0.11,0.05,0,0.19,61,6.5,Ubisoft Montreal
Crash & Spyro Superpack,2005,Platform,Vivendi Games,0.13,0.05,0,0.19,,,
Reel Fishing Paradise 3D,2011,Sports,Marvelous Interactive,0.12,0,0.06,0.19,57,,Natsume
Conflict: Denied Ops,2008,Shooter,Eidos Interactive,0.05,0.1,0,0.19,51,3.1,Pivotal Games
Binary Domain,2012,Action,Sega,0.09,0.06,0.02,0.19,74,8,Sega
Kuma-Tomo,2013,Misc,Namco Bandai Games,0,0,0.19,0.19,,,
IL-2 Sturmovik: Birds of Prey,2009,Simulation,505 Games,0.08,0.07,0,0.19,,3,SME Dynamic Systems Limited
ThunderStrike 2,1994,Simulation,Core Design Ltd.,0.1,0.07,0,0.19,,,
Magical ZhuZhu Princess: Carriages & Castles,2011,Simulation,Activision,0.13,0.04,0,0.19,,,
Pro Yaky? Spirits 2012,2012,Sports,Konami Digital Entertainment,0,0,0.19,0.19,,,
Super Real Mahjong P V,1995,Misc,Seta Corporation,0,0,0.19,0.19,,,
Thomas the Tank Engine & Friends,2004,Adventure,N/A,0.13,0.05,0,0.19,,,
Penguin no Mondai X: Tenkuu no 7 Senshi,2009,Action,Konami Digital Entertainment,0,0,0.19,0.19,,,
The Scorpion King: Sword of Osiris,2002,Action,Vivendi Games,0.13,0.05,0,0.19,72,,WayForward
Jeep Thrills,2008,Racing,Zoo Digital Publishing,0.17,0,0,0.19,,5.7,Game Sauce
Ice Age: Dawn of the Dinosaurs,2009,Action,Activision,0.13,0.03,0,0.19,67,7.3,Activision
Bubsy 3D,1996,Platform,Accolade,0.1,0.07,0,0.19,,,
NCAA Final Four 2001,2000,Sports,Sony Computer Entertainment,0.09,0.07,0,0.19,49,,989 Sports
Robin Hood: Defender of the Crown,2003,Strategy,Capcom,0.09,0.07,0,0.19,59,5.6,Cinemaware
Face Training,2007,Misc,Nintendo,0,0,0.19,0.19,,,
Barbie Horse Adventures: Riding Camp,2008,Sports,Activision,0.17,0,0,0.19,,,Activision
SD Gundam GX,1994,Strategy,Namco Bandai Games,0,0,0.19,0.19,,,
R-Type Final,2003,Shooter,Metro 3D,0.09,0.07,0,0.19,79,9.1,Irem
Jackie Chan Adventures: Legend of the Dark Hand,2001,Action,Activision,0.13,0.05,0,0.19,,,
Bolt,2008,Adventure,Disney Interactive Studios,0.12,0.04,0,0.19,59,6.8,Avalanche Software
Mathews Bowhunting,2010,Sports,Zoo Games,0.18,0,0,0.19,,,Zoo Games
Phantasy Star Nova,2014,Role-Playing,Sega,0,0,0.19,0.19,,,
Pro Evolution Soccer 2014,2013,Action,Konami Digital Entertainment,0,0,0.19,0.19,,,Konami
Sega GT 2002,2002,Racing,Sega,0.12,0.03,0.03,0.19,82,8.2,Wow Entertainment
F1 2011,2011,Racing,Codemasters,0,0.15,0,0.19,83,7.2,Codemasters
Air Conflicts: Secret Wars,2011,Simulation,bitComposer Games,0.1,0.06,0,0.19,51,,Games Farm
Ty the Tasmanian Tiger 3: Night of the Quinkan,2005,Action,Activision,0.09,0.07,0,0.19,68,8.1,Krome Studios
Family Feud: 2012 Edition,2011,Misc,Ubisoft,0.17,0,0,0.19,,,"Ubisoft, Ludia Inc."
Samurai Warriors 2: Empires,2006,Action,Tecmo Koei,0,0,0.19,0.19,55,7.3,Omega Force
Blood Omen 2,2002,Action,Eidos Interactive,0.14,0.04,0,0.19,76,9,Crystal Dynamics
Earth Defense Force: Insect Armageddon,2011,Shooter,D3Publisher,0.1,0.04,0.03,0.19,68,8.2,Vicious Cycle
Major League Baseball 2K10,2010,Sports,Take-Two Interactive,0.17,0,0,0.19,74,5.3,Visual Concepts
Saints Row IV,2013,Action,Deep Silver,0.11,0.06,0,0.19,86,7.4,Volition Inc.
J-League Pro Soccer Club o Tsukurou! 5,2007,Sports,Sega,0,0,0.19,0.19,,,
Harry Potter: Quidditch World Cup,2003,Sports,Electronic Arts,0.14,0.04,0,0.19,69,7.5,Electronic Arts
Dance Central: Spotlight,2014,Misc,Microsoft Game Studios,0.15,0.03,0,0.19,74,7,Harmonix Music Systems
Little Battlers eXperience W,2012,Role-Playing,Level 5,0,0,0.19,0.19,,,
Warriors: Legends of Troy,2011,Action,Tecmo Koei,0.06,0.04,0.07,0.19,44,7,Tecmo Koei Canada
La Pucelle: Tactics,2002,Role-Playing,Tecmo Koei,0.09,0.07,0,0.19,79,8.5,Nippon Ichi Software
Arcania: Gothic 4,2010,Role-Playing,JoWood Productions,0.09,0.08,0,0.19,63,4.4,Spellbound
NBA Ballers: Chosen One,2008,Sports,Midway Games,0.17,0,0,0.19,55,4.2,Midway
Tiger Woods PGA Tour 07,2006,Sports,Electronic Arts,0.13,0.05,0,0.19,81,6.8,EA Redwood Shores
