Name,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Global_Sales,Critic_Score,User_Score,Developer
Rayman Raving Rabbids,2007,Misc,Ubisoft,0.18,0.01,0,0.21,67,7.3,Ubisoft Montpellier
Deus Ex: The Conspiracy,2002,Action,Eidos Interactive,0.1,0.08,0,0.21,81,8.9,Ion Storm
Unreal II: The Awakening,2004,Shooter,Atari,0.17,0.04,0,0.21,64,5.3,Tantalus Interactive
Rumble Racing,2001,Racing,Electronic Arts,0.1,0.08,0,0.21,85,8.2,Electronic Arts
Spider-Man: Web of Shadows,2008,Action,Activision,0.1,0.08,0,0.21,69,4.1,"Treyarch, Shaba Games"
Vampire Rain,2007,Action,Microsoft Game Studios,0.18,0,0.01,0.21,38,2.9,Artoon
Batman Begins,2005,Action,Electronic Arts,0.16,0.04,0,0.21,65,7.1,Eurocom Entertainment Software
NBA Live 15,2014,Sports,Electronic Arts,0.17,0.02,0,0.21,53,6.8,EA Sports
Yu-Gi-Oh! 5D's World Championship 2011: Over the Nexus,2011,Strategy,Konami Digital Entertainment,0.1,0.03,0.07,0.21,,,
J-League Winning Eleven 10 + Europa League 06-07,2006,Sports,Konami Digital Entertainment,0,0,0.21,0.21,,,
Shrek: Reekin' Havoc,2003,Platform,TDK Mediactive,0.15,0.06,0,0.21,57,,TOSE
Tales of Phantasia: Narikiri Dungeon X,2010,Role-Playing,Namco Bandai Games,0,0,0.21,0.21,,,
JSRF: Jet Set Radio Future,2002,Action,Sega,0.13,0.04,0.03,0.21,88,8.2,Smilebit
NHL Hitz 20-02,2001,Sports,Midway Games,0.16,0.04,0,0.21,79,8.7,Midway
Way of the Samurai 3,2009,Action,Gamebridge,0.12,0.05,0.02,0.21,55,6.8,Acquire
NCAA Football 2003,2002,Sports,Electronic Arts,0.16,0.04,0,0.21,91,8.1,EA Sports
Rollcage,1999,Racing,Psygnosis,0.12,0.08,0,0.21,,,
Hitman: HD Trilogy,2013,Action,Square Enix,0.07,0.09,0,0.21,71,7.6,Io Interactive
Marvel Super Hero Squad,2009,Fighting,THQ,0.17,0.01,0,0.21,51,,THQ
J Stars Victory Vs.,2014,Fighting,Namco Bandai Games,0,0.03,0.17,0.21,74,7.9,Bandai Namco Games
de Blob 2,2011,Platform,THQ,0.11,0.07,0,0.21,74,7.1,Blue Tongue Entertainment
Champion Jockey: G1 Jockey & Gallop Racer,2011,Sports,Tecmo Koei,0.06,0.05,0.08,0.21,,,
Greg Hastings Paintball 2,2010,Shooter,Majesco Entertainment,0.19,0,0,0.21,,8.3,Super X Studios
ESPN Winter X Games: Snowboarding 2002,2000,Sports,Konami Digital Entertainment,0.1,0.08,0,0.21,64,7.9,Konami
Final Fantasy Fables: Chocobo's Dungeon,2007,Role-Playing,Square Enix,0.09,0,0.11,0.21,76,8,h.a.n.d. Inc.
Project: Snowblind,2005,Action,Eidos Interactive,0.1,0.08,0,0.21,78,8.3,Crystal Dynamics
Prison Break: The Conspiracy,2010,Action,Deep Silver,0.07,0.11,0,0.21,40,4.7,ZootFly
Super Robot Taisen K,2009,Strategy,Namco Bandai Games,0,0,0.21,0.21,,,
You Don't Know Jack,2011,Misc,THQ,0.19,0,0,0.21,81,7.7,"Jellyvision, Iron Galaxy Studios"
Mortal Kombat: Special Forces,2000,Fighting,Midway Games,0.12,0.08,0,0.21,28,2.4,Midway
Mega Man Legacy Collection,2016,Platform,Capcom,0.14,0,0.05,0.21,77,7.1,Digital Eclipse
The Last Airbender,2010,Action,THQ,0.12,0.07,0,0.21,53,6.6,THQ
Tony Hawk's Motion,2008,Sports,Activision,0.19,0,0,0.21,39,,Creat Studios
Disney's Planes,2013,Simulation,Disney Interactive Studios,0.11,0.08,0,0.21,,,TOSE
NCAA March Madness 07,2007,Sports,Electronic Arts,0.19,0,0,0.21,67,7.1,EA Canada
StokEd,2009,Sports,Zushi Games,0.18,0.01,0,0.21,68,8.6,Bongfish
Shin Megami Tensei: Persona 3 (jp sales),2006,Role-Playing,Tecmo Koei,0,0,0.21,0.21,,,
Evil Dead: Regeneration,2005,Action,THQ,0.1,0.08,0,0.21,68,8.5,Cranky Pants Games
Wacky Races: Crash & Dash,2008,Racing,Eidos Interactive,0.19,0,0,0.21,,,
Defiance,2013,Shooter,Trion Worlds,0.14,0.04,0,0.21,64,6.5,Trion Worlds
NHL 2003,2002,Sports,Electronic Arts,0.15,0.04,0,0.21,80,7.9,EA Sports
X-Men: Children of the Atom,1995,Fighting,Acclaim Entertainment,0,0,0.21,0.21,,,
Tiger Woods PGA Tour,2005,Sports,Electronic Arts,0.19,0,0,0.21,78,7.4,EA Canada
NHL 2K3,2002,Sports,Sega,0.1,0.08,0,0.21,89,7.8,Treyarch
Yarudora Series Vol. 2: Kisetsu wo Dakishimete,1998,Adventure,Sony Computer Entertainment,0,0,0.19,0.21,,,
NCAA Football 10,2009,Sports,Electronic Arts,0.19,0,0,0.21,,,EA Tiburon
Heisei Kyouiku linkai DS,2006,Misc,Namco Bandai Games,0,0,0.21,0.21,,,
You Don't Know Jack,2011,Misc,THQ,0.19,0,0,0.21,82,7.9,"Jellyvision, Iron Galaxy Studios"
The Naked Brothers Band: The Video Game,2008,Misc,THQ,0.19,0,0,0.21,,,
SpongeBob SquarePants: Game Boy Advance Video Volume 3,2004,Misc,N/A,0.15,0.05,0,0.21,,,
Pro Yaky? Spirits 2010,2010,Sports,Konami Digital Entertainment,0,0,0.21,0.21,,,
Final Fight One,2001,Fighting,Ubisoft,0.09,0.03,0.08,0.21,82,7.8,Sun-Tec
Tony Hawk's Pro Skater 5,2015,Sports,Activision,0.09,0.08,0,0.21,32,1.5,Robomodo
MLB 10: The Show,2010,Sports,Sony Computer Entertainment,0.19,0,0,0.21,79,6.6,SCEA
Gallop Racer 2003: A New Breed,2002,Sports,Zoo Digital Publishing,0.04,0.03,0.12,0.21,68,8.5,Tecmo
Frogger 3D,2011,Action,Konami Digital Entertainment,0.16,0.03,0,0.21,54,5.5,Alpha Unit
Blue Dragon Plus,2008,Role-Playing,Ignition Entertainment,0.12,0.03,0.05,0.21,69,6.5,Brownie Brown
Outlaw Golf 2,2004,Sports,Global Star,0.15,0.04,0,0.21,74,,Hypnotix
BeyBlade VForce: Super Tournament Battle,2002,Action,Atari,0.16,0.04,0,0.21,33,7.5,Takara
Little Battlers eXperience: Baku Boost,2012,Action,Nintendo,0,0,0.21,0.21,,,
J-League Pro Soccer Club o Tsukurou! 7 Euro Plus,2011,Sports,Sega,0,0,0.21,0.21,,,
Dead to Rights: Retribution,2010,Shooter,Namco Bandai Games,0.11,0.08,0,0.21,61,7,Volatile Games
Bugs Bunny & Taz: Time Busters,2000,Adventure,Infogrames,0.11,0.08,0,0.21,,,
Discovery Kids: Pony Paradise,2009,Simulation,505 Games,0.19,0,0,0.21,,,Gimagin Games
Jikkyou Powerful Pro Yakyuu 2012,2012,Action,Konami Digital Entertainment,0,0,0.21,0.21,,,
Dragon Ball Z: Sagas,2005,Fighting,Atari,0.16,0.04,0,0.21,48,6.6,Avalanche Software
X2: Wolverine's Revenge,2003,Platform,Activision,0.15,0.04,0,0.21,58,6.4,GenePool
Power Rangers: Wild Force,2002,Action,THQ,0.15,0.05,0,0.21,55,6.9,Natsume
Tenchu: Shadow Assassins,2008,Action,Ubisoft,0.15,0.01,0.03,0.21,70,7.8,Acquire
Barbie: Groom and Glam Pups,2010,Action,THQ,0.18,0.02,0,0.21,,,Game Machine Studios
Lost Planet 3,2013,Shooter,Capcom,0.07,0.05,0.06,0.21,61,5.5,Spark Unlimited
Mary-Kate and Ashley: Girls Night Out,2002,Misc,Acclaim Entertainment,0.15,0.05,0,0.2,75,,Powerhead Games
The King of Fighters '95,1995,Fighting,SNK,0,0,0.2,0.2,,,
Wedding Dash,2009,Action,Zoo Games,0.19,0,0,0.2,,,Zoo Games
Beyblade G-Revolution,2004,Action,Atari,0.15,0.05,0,0.2,40,7.8,Full Fat
Trade & Battle: Card Hero,2000,Strategy,Nintendo,0,0,0.2,0.2,,,
World Championship Cards,2008,Misc,Crave Entertainment,0.19,0,0,0.2,,,Crave
Capcom Fighting Evolution,2004,Fighting,Capcom,0.1,0.08,0,0.2,57,4.8,Capcom
Assassin's Creed The Ezio Collection,2016,Action,Ubisoft,0.04,0.13,0,0.2,72,7.4,Ubisoft Montreal
SD Gundam GNext,1995,Strategy,Namco Bandai Games,0,0,0.2,0.2,,,
God of War Collection,2014,Action,Sony Computer Entertainment,0.08,0.06,0.01,0.2,73,7.4,"Sanzaru Games, Sanzaru Games, Inc."
Backyard NFL Football 2006,2005,Sports,Atari,0.1,0.08,0,0.2,,,
NASCAR Heat 2002,2001,Racing,Infogrames,0.15,0.04,0,0.2,78,,Monster Games Inc.
Sloane to MacHale no Nazo no Monogatari,2009,Puzzle,Level 5,0,0,0.2,0.2,,,
Anarchy Reigns,2012,Action,Sega,0.1,0.03,0.06,0.2,71,8.2,PlatinumGames
Mobile Suit Gundam: Crossfire,2006,Simulation,Namco Bandai Games,0.06,0,0.14,0.2,33,5.1,Bec
Saints Row IV,2015,Action,Deep Silver,0.1,0.09,0,0.2,,,
Sengoku Basara 2 Heroes,2007,Action,Capcom,0,0,0.2,0.2,,,
Buzz! The Schools Quiz,2008,Misc,Sony Computer Entertainment,0,0.02,0,0.2,,,
Suikoden Tactics,2005,Strategy,Konami Digital Entertainment,0.06,0.05,0.07,0.2,68,8.6,Konami
NCAA March Madness 06,2005,Sports,Electronic Arts,0.15,0.04,0,0.2,76,7.2,EA Canada
Sniper: Ghost Warrior 2,2013,Shooter,City Interactive,0.06,0.12,0,0.2,52,5.7,City Interactive
EVE Online,2003,Role-Playing,CCP,0,0.19,0,0.2,69,7.5,CCP
Phantasy Star Online,2000,Role-Playing,Sega,0,0,0.2,0.2,89,9.1,Sonic Team
Crazy Taxi 3: High Roller,2002,Racing,Sega,0.14,0.04,0.02,0.2,69,8.5,Hitmaker
Midnight Club 3: DUB Edition Remix,2006,Racing,Take-Two Interactive,0.15,0.04,0,0.2,87,5.3,Rockstar San Diego
International Superstar Soccer 2000,2000,Sports,Konami Digital Entertainment,0,0,0.2,0.2,,,
CandyLand / Chutes & Ladders / Memory,2005,Misc,Zoo Digital Publishing,0.15,0.05,0,0.2,,,
The Bible Game,2005,Misc,Crave Entertainment,0.1,0.08,0,0.2,,5.4,Crave
Thrillville,2006,Strategy,Atari,0.18,0,0,0.2,72,2.8,Frontier Developments
Drift King Shutokou Battle '94,1994,Racing,BPS,0,0,0.2,0.2,,,
"Warhammer 40,000: Space Marine",2011,Shooter,THQ,0.09,0.09,0,0.2,74,7.4,Relic
Shining Blade,2012,Role-Playing,Sega,0,0,0.2,0.2,,,
The Ultimate Red Ball Challenge,2009,Misc,Mindscape,0,0.19,0,0.2,,,
The King of Fighters Collection: The Orochi Saga,2006,Fighting,Ignition Entertainment,0.1,0.08,0,0.2,67,8.5,Terminal Reality
PBR: Out of the Chute,2008,Sports,Crave Entertainment,0.1,0.08,0,0.2,,,
Jikkyou Powerful Pro Yakyuu 10 Chou Ketteiban: 2003 Memorial,2003,Sports,Konami Digital Entertainment,0,0,0.2,0.2,,,
Valkyria Chronicles,2016,Role-Playing,Sega,0.07,0.05,0.05,0.2,,,
Disney's Planes,2013,Simulation,Disney Interactive Studios,0.14,0.04,0,0.2,51,5.3,Behaviour Interactive
Saturday Night Speedway,2004,Racing,Play It,0.1,0.08,0,0.2,,8.7,Ratbag
Bratz: Rock Angelz,2005,Misc,THQ,0.16,0.04,0,0.2,,,Blitz Games
Langrisser III,1996,Strategy,NCS,0,0,0.2,0.2,,,
Zombie Army Trilogy,2015,Shooter,Rebellion Developments,0.05,0.12,0,0.2,62,6.8,Rebellion
CSI: Deadly Intent,2009,Adventure,Ubisoft,0.1,0.08,0,0.2,,,
MLB SlugFest 20-03,2002,Sports,Midway Games,0.15,0.04,0,0.2,79,7.8,Gratuitous Games
Samurai Spirits (CD),1994,Fighting,SNK,0,0,0.2,0.2,,,
The Con,2005,Fighting,Sony Computer Entertainment,0.18,0,0,0.2,63,7.3,"SCEA, Think and Feel"
Pitfall: The Lost Expedition,2004,Platform,Activision,0.1,0.08,0,0.2,70,8.9,Edge of Reality
From TV Animation One Piece: Grand Battle! 3,2003,Fighting,Namco Bandai Games,0,0,0.2,0.2,,,
Need for Speed Carbon: Own the City,2006,Racing,Electronic Arts,0.17,0.01,0,0.2,70,7.5,Exient Entertainment
Deal or No Deal: The Banker is Back!,2008,Misc,Mindscape,0,0.2,0,0.2,,,
Rocket Power: Zero Gravity Zone,2003,Sports,THQ,0.14,0.05,0,0.2,,,
Enchanted Arms,2007,Role-Playing,Ubisoft,0.17,0.01,0,0.2,64,5.9,From Software
Le Mans 24 Hours,2001,Racing,Infogrames,0.09,0.07,0.02,0.2,75,7.6,Atari
WipeOut 3 The Game,2012,Action,Activision,0.18,0,0,0.2,,,
The Witch and the Hundred Knight,2013,Role-Playing,Nippon Ichi Software,0.07,0.02,0.1,0.2,53,7.5,Nippon Ichi Software
ESPN MLB Baseball,2004,Sports,Sega,0.1,0.08,0,0.2,,,
All Star Pro-Wrestling,2000,Fighting,SquareSoft,0,0,0.2,0.2,,,
Dragon Ball Z: Harukanaru Densetsu,2007,Role-Playing,Namco Bandai Games,0.19,0,0,0.2,57,6.2,Bec
Harvest Moon: More Friends of Mineral Town,2003,Simulation,Ubisoft,0.14,0.05,0,0.2,82,9.2,TOSE
The Fairly Odd Parents: Shadow Showdown,2004,Platform,THQ,0.16,0.04,0,0.2,,,
Story of Seasons: Good Friends of the Three Villages,2016,Simulation,Marvelous Interactive,0,0,0.2,0.2,,,
Mobile Suit Gundam Side Story II: Aoi o Uketsugu Mono,1996,Shooter,Namco Bandai Games,0,0,0.2,0.2,,,
Jillian Michaels' Fitness Adventure,2011,Misc,505 Games,0.17,0.02,0,0.2,,,"MicroProse, n-Space"
Kurohyou 2: Ryu ga Gotoku Ashura Hen,2012,Action,Sega,0,0,0.2,0.2,,,
X2: Wolverine's Revenge,2003,Platform,Activision,0.14,0.05,0,0.2,72,7.2,Vicarious Visions
NBA 2K2,2002,Sports,Sega,0.15,0.04,0,0.2,90,7.6,Visual Concepts
Code of Princess,2012,Action,Agatsuma Entertainment,0.16,0,0.03,0.2,67,7.6,Studio Saizensen
Major League Baseball 2K11,2011,Sports,Take-Two Interactive,0.15,0.03,0,0.2,72,6.3,Visual Concepts
7th Dragon 2020,2011,Role-Playing,Sega,0,0,0.2,0.2,,,
Cars,2006,Racing,THQ,0.15,0.04,0,0.2,70,,Rainbow Studios
Taiko no Tatsujin: Waku Waku Anime Matsuri,2003,Misc,Namco Bandai Games,0,0,0.2,0.2,,,
Spy Hunter,2002,Racing,Midway Games,0.16,0.04,0,0.2,71,,Point of View
We Sing Robbie Williams,2010,Misc,Nordic Games,0,0.18,0,0.2,,,
Dark Messiah of Might and Magic Elements,2008,Role-Playing,Ubisoft,0.16,0.02,0.01,0.2,52,7,Ubisoft Annecy
Planet 51,2009,Action,Sega,0.17,0.01,0,0.2,53,5.8,Pyro Studios
Dead to Rights II,2005,Shooter,Electronic Arts,0.1,0.08,0,0.2,51,5.3,WideScreen Games
Super Dodge Ball Advance,2001,Sports,Ubisoft,0.14,0.05,0,0.2,79,,Atlus Co.
FIFA 16,2015,Sports,Electronic Arts,0.06,0.13,0,0.2,81,4.4,EA Sports
Teenage Mutant Ninja Turtles: Danger of the Ooze,2014,Adventure,Activision,0.11,0.07,0,0.2,,6.4,WayForward
Ogre Battle Saga Episode Five: The March of the Black Queen,1996,Role-Playing,ArtDink,0.06,0.04,0.09,0.2,,,
The Heavy Rain and Beyond: Two Souls Collection,2016,Action,Sony Computer Entertainment,0,0.17,0,0.2,,,
NBA Live 14,2013,Sports,Electronic Arts,0.16,0.02,0,0.2,36,3.1,EA Sports
Kung Fu Rider,2010,Action,Sony Computer Entertainment,0.06,0.09,0.01,0.2,36,3.7,SCE Japan Studio
MDK,1997,Shooter,Interplay,0.11,0.08,0,0.2,,,
DarkStar One: Broken Alliance,2010,Simulation,Kalypso Media,0.11,0.07,0,0.2,63,7.2,Gaming Minds Studios
Dragon Ball: Xenoverse 2,2016,Action,Namco Bandai Games,0.11,0.07,0,0.2,73,7.3,Dimps Corporation
WRC: FIA World Rally Championship,N/A,Racing,Black Bean Games,0,0.14,0.01,0.2,68,4.5,Milestone S.r.l
Odin Sphere: Leifthrasir,2016,Role-Playing,Nippon Ichi Software,0.07,0.04,0.07,0.2,87,8.2,Vanillaware
"Ni Hao, Kai-lan: New Year's Celebration",2009,Misc,Take-Two Interactive,0.19,0,0,0.2,,,Take-Two Interactive
Rock Band Track Pack: Classic Rock,2009,Misc,MTV Games,0.1,0.08,0,0.2,,,Harmonix Music Systems
Ty the Tasmanian Tiger 2: Bush Rescue,2004,Platform,Electronic Arts,0.15,0.04,0,0.2,70,8.6,Krome Studios
Body and Brain Connection,2010,Misc,Namco Bandai Games,0.1,0.08,0,0.2,57,4.8,Namco Bandai Games
Speed Punks,1998,Racing,Sony Computer Entertainment,0.11,0.08,0,0.2,,,
Dragon Ball: Revenge of King Piccolo,2009,Action,Namco Bandai Games,0.12,0.03,0.03,0.2,65,7.3,Media Vision
The Legend of Heroes VII: The Trail of Blue,2011,Role-Playing,Falcom Corporation,0,0,0.2,0.2,,,
High School Musical 3: Senior Year DANCE!,2008,Misc,Disney Interactive Studios,0.18,0,0,0.2,,,
Warriors Orochi,2008,Action,Tecmo Koei,0.02,0,0.18,0.2,62,6.6,"Omega Force, Koei Canada"
MVP Baseball 2003,2003,Sports,Electronic Arts,0.15,0.04,0,0.2,82,9,EA Sports
Monster Jam,2007,Racing,Activision,0.18,0,0,0.2,43,6.4,Torus Games
Infinite Space,2009,Role-Playing,Sega,0.06,0.05,0.07,0.2,75,9,PlatinumGames
NCAA Final Four 2004,2003,Sports,Sony Computer Entertainment,0.1,0.08,0,0.2,45,,989 Sports
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",2005,Action,Disney Interactive Studios,0.15,0.04,0,0.2,72,6,Traveller's Tales
Body Harvest,1998,Shooter,Gremlin Interactive Ltd,0.16,0.04,0,0.2,,,
San Francisco Rush 2049,2000,Racing,Midway Games,0.16,0.04,0,0.2,,,
Super Robot Taisen 64,1999,Strategy,Banpresto,0,0,0.2,0.2,,,
Snowboard Kids,1996,Sports,Atlus,0.16,0.04,0,0.2,,,
Tigger's Honey Hunt,2000,Platform,Ubisoft,0.16,0.04,0,0.2,,,
Famista 64,N/A,Sports,Namco Bandai Games,0,0,0.17,0.2,,,
Roadsters 99,1999,Racing,Titus,0.06,0.13,0,0.2,,,
Magical Tetris Challenge,1997,Puzzle,Activision,0.13,0.02,0.05,0.2,,,
Twisted Edge Extreme Snowboarding,1998,Sports,Kemco,0.16,0.04,0,0.2,,,
Disney's Tarzan,2000,Platform,Activision,0.16,0.04,0,0.2,,,
South Park Rally,2000,Racing,Acclaim Entertainment,0.16,0.04,0,0.2,,,
NBA 07,2006,Sports,Sony Computer Entertainment,0.18,0,0,0.2,68,7,SCEA
Two Worlds II,2011,Role-Playing,Unknown,0.09,0.09,0,0.2,76,6.5,Reality Pump
IHRA Drag Racing 2004,2003,Racing,Bethesda Softworks,0.15,0.04,0,0.2,40,7.4,Bethesda Softworks
Shining Hearts,2010,Role-Playing,Sega,0,0,0.2,0.2,,,
The Legend of Heroes: Trails of Cold Steel,2013,Role-Playing,Nippon Ichi Software,0.05,0.02,0.12,0.2,86,7.7,Falcom
Clive Barker's Jericho,2007,Shooter,Codemasters,0.17,0.01,0,0.2,60,7.1,"Mercury Steam, Alchemic Productions"
Tekken 3D: Prime Edition,2012,Fighting,Nintendo,0.06,0.07,0.05,0.2,64,5.9,Arika
Marvel: Ultimate Alliance 2,2009,Role-Playing,Activision,0.16,0.03,0,0.2,65,6.7,n-Space
Treasure World,2009,Simulation,Aspyr,0.18,0,0,0.2,68,,Aspyr
SingStar: Back to the 80s,2011,Misc,Sony Computer Entertainment,0,0.16,0,0.2,,,
Jissen Pachi-Slot Hisshouhou! Aladdin A,2002,Misc,Sammy Corporation,0,0,0.2,0.2,,,
Ford Racing Off Road,2008,Racing,Xplosiv,0.1,0.08,0,0.2,37,,Razorworks Studios
Namco Museum: 50th Anniversary,2005,Misc,Namco Bandai Games,0.14,0.05,0,0.2,60,,Backbone Vancouver
Nobunaga no Yabou: Reppuuden,1999,Strategy,Tecmo Koei,0,0,0.19,0.2,,,
The BIGS 2,2009,Sports,Take-Two Interactive,0.1,0.08,0,0.2,,,Blue Castle Games
Front Mission Evolved,2010,Shooter,Square Enix,0.1,0.07,0.02,0.2,58,6.1,Double Helix Games
Hidden Mysteries: Titanic - Secrets of the Fateful Voyage,2009,Adventure,GSP,0.11,0.07,0,0.2,,,
Mat Hoffman's Pro BMX 2,2002,Sports,Activision,0.15,0.04,0,0.2,75,,Rainbow Studios
Treasure Hunter G,1996,Role-Playing,SquareSoft,0,0,0.2,0.2,,,
Ashes Cricket 2009,2009,Sports,Codemasters,0,0.19,0,0.2,,,
From Russia With Love,2005,Action,Electronic Arts,0.15,0.04,0,0.2,71,8.8,Electronic Arts
Sleeping Dogs,2014,Action,Square Enix,0.1,0.09,0,0.2,,,
Wing Arms,1994,Shooter,Sega,0,0,0.2,0.2,,,
Press Your Luck 2010 Edition,2009,Misc,Ubisoft,0.18,0,0,0.2,,,Ludia Inc.
Apache: Air Assault,2010,Simulation,Activision,0.11,0.06,0,0.2,66,6.1,Gaijin Entertainment
Pro Yaky? Spirits 2013,2013,Sports,Konami Digital Entertainment,0,0,0.2,0.2,,,
Cabela's North American Adventures,2010,Sports,Activision,0.19,0,0,0.2,,,FUN Labs
Wizards of Waverly Place: Spellbound,2010,Misc,Disney Interactive Studios,0.16,0.03,0,0.2,,,Disney Interactive Studios
Dying Light,2015,Action,Warner Bros. Interactive Entertainment,0.12,0.06,0,0.2,75,7.9,Techland
Cabela's Big Game Hunter (2008),2007,Sports,Activision Value,0.1,0.08,0,0.2,,,Activision
The Cheetah Girls: Passport to Stardom,2008,Misc,Disney Interactive Studios,0.18,0,0,0.2,,,Handheld Games
Grandia II,2000,Role-Playing,Ubisoft,0,0,0.2,0.2,90,8.8,Game Arts
Namco Museum Vol.4,1996,Misc,Sony Computer Entertainment,0.02,0.01,0.16,0.2,,,
Ridge Racer 6,2005,Racing,Namco Bandai Games,0.1,0.02,0.07,0.2,74,7.1,Namco
Shark Tale,2004,Action,Activision,0.15,0.04,0,0.2,67,,Edge of Reality
NFL Street 2,2004,Sports,Electronic Arts,0.15,0.04,0,0.2,77,,EA Tiburon
Pro Yaky? Spirits 2013,2013,Sports,Konami Digital Entertainment,0,0,0.2,0.2,,,
My Secret World by Imagine,2008,Misc,Ubisoft,0,0.2,0,0.2,,8.8,Ubisoft
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,2005,Action,Konami Digital Entertainment,0.1,0.08,0,0.2,53,7,KCE Studios
Zone of the Enders HD Collection,2012,Simulation,Konami Digital Entertainment,0.14,0.03,0.01,0.2,75,8.8,High Voltage Software
Record of Agarest War,2008,Role-Playing,Compile Heart,0.18,0,0.01,0.2,71,7,Compile Heart
Gladius,2003,Strategy,Activision,0.1,0.08,0,0.2,78,8,LucasArts
Earth Defense Force: Insect Armageddon,2011,Shooter,D3Publisher,0.06,0.04,0.08,0.2,63,7,Vicious Cycle
Dave Mirra Freestyle BMX 2,2001,Sports,Acclaim Entertainment,0.15,0.04,0,0.2,76,8.2,"Z-Axis, Ltd."
Pro Yaky? Spirits 2012,2012,Sports,Konami Digital Entertainment,0,0,0.2,0.2,,,
SpongeBob SquarePants: Revenge of the Flying Dutchman,2002,Platform,THQ,0.15,0.04,0,0.2,66,8.3,Big Sky Software
Taiko no Tatsujin: Go! Go! Godaime,2004,Misc,Namco Bandai Games,0,0,0.2,0.2,,,
Taiko Drum Master,2004,Misc,Namco Bandai Games,0.1,0.08,0,0.2,77,8.1,Namco
Bust-A-Move 2 Arcade Edition,1995,Puzzle,Acclaim Entertainment,0.11,0.07,0,0.2,,,
Tetris Worlds (Online Edition),2003,Puzzle,THQ,0.15,0.04,0,0.2,62,,Radical Entertainment
Total War: Shogun 2 - Fall of the Samurai,2012,Strategy,Sega,0.07,0.1,0,0.2,,,
Dungeon Hunter Alliance,2012,Action,Ubisoft,0.07,0.09,0,0.2,49,6.4,Ubisoft
Forgotten Realms: Demon Stone,2004,Action,Atari,0.1,0.08,0,0.2,71,6.8,Stormfront Studios
Super Baseball Simulator 1.000,1991,Sports,Culture Brain,0,0,0.2,0.2,,,
Soldier of Fortune: Payback,2007,Shooter,Activision,0.18,0,0,0.2,50,5.6,Cauldron Ltd.
Afro Samurai,2009,Action,Atari,0.12,0.05,0,0.2,65,6.1,"Namco Bandai Games America, Namco Bandai Games"
Looney Tunes: Space Race,2002,Racing,Infogrames,0.1,0.08,0,0.2,62,,Tantalus Interactive
Puzzle Challenge: Crosswords and More!,2006,Puzzle,Crave Entertainment,0.18,0,0,0.2,,,
Neighborhood Games,2009,Misc,THQ,0.17,0.02,0,0.2,49,,Jet Black Games
Backyard Hockey,2003,Sports,Atari,0.14,0.05,0,0.2,,,Mistic Software
The Amazing Spider-Man (Console Version),2012,Action,Activision,0.15,0.03,0,0.2,,,
Farming Simulator 2015,2015,Simulation,Koch Media,0.1,0.08,0,0.2,,,
Silent Hill: Book of Memories,2012,Action,Konami Digital Entertainment,0.1,0.05,0,0.2,58,5.1,WayForward
Playboy: The Mansion,2005,Simulation,Ubisoft,0.1,0.08,0,0.2,59,7.5,Cyberlore Studios
Jikkyou Powerful Pro Yakyuu 2010,2010,Sports,Konami Digital Entertainment,0,0,0.2,0.2,,,
Sid Meier's Pirates!,2007,Strategy,Take-Two Interactive,0.16,0.01,0,0.2,,,
Ore no Shikabane o Koete Yuke,2011,Role-Playing,Sony Computer Entertainment,0,0,0.2,0.2,,,
Baja: Edge of Control,2008,Racing,THQ,0.12,0.06,0,0.2,65,7.1,2XL Games
Tiger Woods PGA Tour 06,2005,Sports,Electronic Arts,0.18,0,0,0.2,80,7.9,Team Fusion
Shaman King: Spirit of Shamans,2002,Action,Namco Bandai Games,0,0,0.18,0.2,,,
Ratatouille,2007,Action,THQ,0.14,0.05,0,0.2,65,,Helixe
Bleach: The 3rd Phantom,2008,Role-Playing,Sega,0.1,0.02,0.07,0.2,59,8,"Sega, Tom Create"
The Fairly Odd Parents: Enter the Cleft,2002,Platform,THQ,0.14,0.05,0,0.2,,,
MC Groovz Dance Craze,2004,Misc,Mad Catz,0.15,0.04,0,0.2,42,6.8,Mad Catz
The Thing,2002,Adventure,Vivendi Games,0.15,0.04,0,0.2,78,6.6,Computer Artworks
Tom and Jerry in House Trap,2000,Action,Ubisoft,0.11,0.07,0,0.2,,,
Power Rangers: Time Force,2001,Action,THQ,0.14,0.05,0,0.2,,,
Untold Legends: Dark Kingdom,2006,Role-Playing,Electronic Arts,0.14,0.02,0.02,0.2,58,7.2,Sony Online Entertainment
Jikkyou Powerful Pro Yakyuu 2011,2011,Sports,Konami Digital Entertainment,0,0,0.2,0.2,,,
DS Kageyama Method: Dennou Hanpuku - Masu x Masu Hyaku Masu Keisan,2006,Misc,Shogakukan,0,0,0.2,0.2,,,
Plants vs. Zombies,2011,Strategy,PopCap Games,0.18,0,0,0.2,85,7.9,PopCap
Baldur's Gate: Dark Alliance,2002,Role-Playing,Virgin Interactive,0.15,0.04,0,0.2,83,8.3,Snowblind Studios
Prince of Persia: Warrior Within,2004,Action,Ubisoft,0.15,0.04,0,0.2,83,8.6,Ubisoft
Mahjongg Mysteries: Ancient Egypt,2010,Puzzle,Avanquest,0.07,0.11,0,0.2,,,
